2313945309,0.06,355.14
2313945310,0.06,355.14
2313945311,0.06,355.49
2313945313,0.07,355.14
2313945314,0.09,355.14
1665581446,0.04,355.49
1665581447,0.07,355.49
1665581448,0.07,355.49
1665581449,0.06,355.84
1665581450,0.07,355.84
1665581452,0.07,355.49
1665581453,0.06,356.19
1665581454,0.07,355.84
1665581455,0.09,355.84
1665581456,0.07,355.49
1665581457,0.06,355.84
1665581458,0.06,356.19
1665581460,0.07,355.84
1665581461,0.07,355.84
1665581462,0.07,355.84
1665581463,0.07,355.49
1665581464,0.09,355.49
1665581465,0.07,355.84
1665581466,0.06,355.84
1665581467,0.07,355.84
1665581469,0.06,355.84
1665581470,0.06,356.19
1665581471,0.07,355.84
1665581472,0.06,356.19
1665581473,0.07,355.49
1665581474,0.09,355.49
1665581475,0.06,355.84
1665581477,0.06,356.54
1665581478,0.06,355.84
1665581479,0.07,356.19
1665581480,0.04,356.19
1665581481,0.07,356.19
1665581482,0.07,355.84
1665581483,0.07,355.49
1665581485,0.04,355.84
1665581486,0.04,355.49
1665581487,0.07,356.19
1665581488,0.09,355.49
1665581489,0.06,355.84
1665581490,0.07,355.84
1665581491,0.04,355.84
1665581493,0.06,356.54
1665581494,0.07,355.84
1665581495,0.09,356.19
1665581496,0.04,355.84
1665581497,0.04,356.19
1665581498,0.07,356.19
1665581499,0.09,355.49
1665581501,0.06,355.84
1665581502,0.06,355.84
1665581503,0.06,356.19
1665581504,0.07,355.49
1665581505,0.04,356.54
1665581506,0.04,356.19
1665581507,0.09,355.84
1665581508,0.09,355.84
1665581510,0.04,356.54
1665581511,0.07,355.84
1665581512,0.06,355.84
1665581513,0.06,356.19
1665581514,0.07,355.49
1665581515,0.09,355.49
1665581516,0.04,355.84
1665581518,0.04,356.19
1665581519,0.07,356.19
1665581520,0.04,356.54
1665581521,0.07,355.49
1665581522,0.04,356.19
1665581523,0.06,355.84
1665581524,0.07,355.84
1665581526,0.06,355.84
1665582722,3.64,78.61
1665582723,1.63,78.26
1665582725,0.06,78.61
1665582726,0.06,78.96
1665582727,0.06,78.61
1665582728,0.06,78.26
1665582729,0.06,78.96
1665582730,0.06,83.52
1665582731,0.06,83.52
1665582732,0.04,83.52
1665582734,0.06,83.87
1665582735,0.04,84.92
1665582736,0.04,84.57
1665582737,0.06,84.57
1665582738,0.07,84.22
1665582739,0.04,84.57
1665582740,0.06,89.49
1665582742,0.06,115.46
1665582743,0.06,113.00
1665582744,0.06,105.98
1665582745,0.12,108.44
1665582746,0.12,107.03
1665582747,0.12,124.93
1665582748,0.04,124.93
1665582750,0.06,129.49
1665582751,0.06,129.84
1665582752,0.06,129.84
1665582753,0.06,129.49
1665582754,0.04,128.44
1665582755,0.07,129.14
1665582756,0.06,130.90
1665582757,0.06,128.09
1665582759,0.06,128.09
1665582760,0.06,128.44
1665582761,0.06,131.25
1665582762,0.06,133.70
1665582763,0.04,124.23
1665582764,0.06,106.33
1665582765,0.06,103.52
1665582767,0.06,104.58
1665582768,0.04,103.87
1665582769,0.06,103.87
1665582770,0.06,103.17
1665582771,0.06,103.52
1665582772,0.07,102.82
1665582773,0.06,103.52
1665582775,0.06,103.52
1665582776,0.06,103.52
1665582777,0.06,104.23
1665582778,0.06,104.23
1665582779,0.04,103.52
1665582780,0.06,103.87
1665582781,0.06,103.87
1665582783,0.06,103.87
1665582784,0.06,103.52
1665582785,0.06,103.52
1665582786,0.06,103.52
1665582787,0.04,103.17
1665582788,0.04,99.66
1665582789,0.06,89.49
1665582790,0.06,87.03
1665582792,0.06,91.59
1665582793,0.04,89.84
1665582794,0.06,65.62
1665582795,0.06,54.39
1665582796,0.06,42.81
1665582797,0.06,40.36
1665582798,0.06,54.39
1665582800,0.06,58.25
1665582801,0.06,58.25
1665582802,0.06,58.25
1665582803,0.06,58.61
1665582804,0.06,58.61
1665582805,0.06,58.96
1665582806,0.06,58.96
1665582808,0.06,58.96
1665582809,0.06,58.61
1665582810,0.06,58.25
1665582811,0.06,58.25
1665582812,0.06,58.25
1665582813,0.06,58.61
1665582814,0.06,58.61
1665582815,0.06,59.31
1665582817,0.04,58.96
1665582818,0.06,58.96
1665582819,0.06,58.96
1665582820,0.06,58.61
1665582821,0.06,58.96
1665582822,0.04,57.90
1665582823,0.06,58.25
1665582825,0.06,58.61
1665582826,0.06,58.96
1665582827,0.06,58.96
1665582828,0.06,55.80
1665582829,0.06,22.11
1665582830,0.06,0.35
1665582831,0.06,10.53
1665582832,0.06,44.22
1665582834,0.04,79.66
1665582835,0.06,78.96
1665582836,0.10,78.96
1665582837,0.12,78.96
1665582838,0.10,78.96
1665582839,0.06,52.99
1665582840,0.06,37.55
1665582842,0.04,38.95
