1671042064.08,869.79,510.00
1671042099.34,869.77,510.00
1671042121.31,869.76,510.00
1671042121.58,869.77,510.00
1671042121.93,869.79,510.00
1671042122.11,869.74,510.00
1671042122.37,869.74,510.00
1671042122.64,869.75,510.00
1671042122.91,869.76,510.00
1671042123.17,869.78,510.00
1671042123.44,869.83,510.00
1671042123.71,869.76,510.00
1671042123.97,869.72,510.00
1671042124.24,869.71,510.00
1671042124.50,869.77,510.00
1671042124.77,869.78,510.00
1671042125.04,869.74,510.00
1671042125.30,869.77,510.00
1671042125.57,869.78,510.00
1671042125.84,869.75,510.00
1671042126.10,869.77,510.00
1671042126.37,869.76,510.00
1671042126.64,869.77,510.00
1671042126.90,869.78,510.00
1671042127.17,869.75,510.00
1671042127.43,869.79,510.00
1671042127.87,869.80,510.00
1671042128.01,869.73,510.00
1671042128.23,869.76,510.00
1671042128.50,869.74,510.00
1671042128.77,869.74,510.00
1671042129.03,869.75,510.00
1671042129.30,869.76,510.00
1671042129.57,869.75,510.00
1671042129.83,869.74,509.00
1671042130.10,869.73,509.00
1671042130.36,869.79,509.00
1671042130.63,869.75,509.00
1671042130.90,869.80,509.00
1671042131.16,869.76,509.00
1671042131.43,869.76,509.00
1671042131.70,869.78,509.00
1671042131.96,869.75,509.00
1671042132.23,869.77,509.00
1671042132.50,869.76,509.00
1671042132.76,869.75,509.00
1671042133.03,869.74,509.00
1671042133.29,869.80,509.00
1671042133.56,869.66,509.00
1671042133.83,869.74,509.00
1671042134.09,869.76,509.00
1671042134.36,869.83,509.00
1671042134.63,869.78,509.00
1671042134.89,869.80,509.00
1671042135.16,869.77,509.00
1671042135.42,869.76,509.00
1671042135.69,869.81,509.00
1671042135.96,869.78,509.00
1671042136.22,869.76,509.00
1671042136.49,869.79,509.00
1671042136.76,869.79,509.00
1671042137.02,869.74,509.00
1671042137.29,869.82,509.00
1671042137.56,869.82,509.00
1671042137.82,869.80,509.00
1671042138.09,869.71,509.00
1671042138.35,869.74,509.00
1671042138.62,869.79,509.00
1671042138.89,869.76,509.00
1671042139.15,869.79,509.00
1671042139.42,869.78,509.00
1671042139.69,869.75,509.00
1671042139.95,869.78,509.00
1671042140.22,869.77,509.00
1671042140.49,869.76,509.00
1671042140.75,869.75,509.00
1671042141.02,869.73,509.00
1671042141.28,869.77,509.00
1671042141.69,869.74,-294.00
1671042142.10,869.75,509.00
1671042142.36,869.74,509.00
1671042142.63,869.76,509.00
1671042142.90,869.73,509.00
1671042143.16,869.76,509.00
1671042143.43,869.77,509.00
1671042143.69,869.76,509.00
1671042143.96,869.76,509.00
1671042144.23,869.79,509.00
1671042144.49,869.80,509.00
1671042144.76,869.76,509.00
1671042145.03,869.79,509.00
1671042145.29,869.72,509.00
1671042145.70,869.71,509.00
1671042145.96,869.73,509.00
1671042146.23,869.74,509.00
1671042146.49,869.76,509.00
1671042146.76,869.78,509.00
1671042147.03,869.77,509.00
1671042147.29,869.74,509.00
1671042147.70,869.80,509.00
1671042147.96,869.74,509.00
1671042148.23,869.75,509.00
1671042148.50,869.82,509.00
1671042148.76,869.84,509.00
1671042149.03,869.80,509.00
