point,rt,signal
0,0.214,201
1,0.223,198
2,0.232,241
3,0.241,219
4,0.250,166
5,0.260,229
6,0.269,169
7,0.278,198
8,0.287,232
9,0.296,205
10,0.306,203
11,0.315,153
12,0.324,209
13,0.333,269
14,0.342,241
15,0.351,167
16,0.361,187
17,0.370,196
18,0.379,225
19,0.388,157
20,0.397,207
21,0.407,214
22,0.416,233
23,0.425,201
24,0.434,189
25,0.443,155
26,0.453,176
27,0.462,0
28,0.471,0
29,0.480,0
30,0.489,0
31,0.499,0
32,0.508,173
33,0.517,163
34,0.526,179
35,0.535,0
36,0.544,153
37,0.554,207
38,0.563,0
39,0.572,0
40,0.581,0
41,0.590,0
42,0.600,150
43,0.609,177
44,0.618,0
45,0.627,0
46,0.636,0
47,0.646,152
48,0.655,0
49,0.664,0
50,0.673,223
51,0.682,182
52,0.691,0
53,0.701,218
54,0.710,173
55,0.719,160
56,0.728,0
57,0.737,207
58,0.747,157
59,0.756,0
60,0.765,0
61,0.774,0
62,0.783,0
63,0.793,0
64,0.802,163
65,0.811,0
66,0.820,0
67,0.829,0
68,0.839,0
69,0.848,193
70,0.857,175
71,0.866,0
72,0.875,0
73,0.884,225
74,0.894,211
75,0.903,0
76,0.912,0
77,0.921,0
78,0.930,172
79,0.940,175
80,0.949,221
81,0.958,165
82,0.967,169
83,0.976,223
84,0.986,195
85,0.995,194
86,1.004,0
87,1.013,0
88,1.022,0
89,1.032,0
90,1.041,0
91,1.050,0
92,1.059,0
93,1.068,0
94,1.077,0
95,1.087,0
96,1.096,179
97,1.105,210
98,1.114,0
99,1.123,0
100,1.133,0
101,1.142,152
102,1.151,150
103,1.160,0
104,1.169,199
105,1.179,0
106,1.188,0
107,1.197,0
108,1.206,151
109,1.215,0
110,1.225,0
111,1.234,0
112,1.243,0
113,1.252,0
114,1.261,0
115,1.270,0
116,1.280,0
117,1.289,0
118,1.298,0
119,1.307,0
120,1.316,186
121,1.326,0
122,1.335,0
123,1.344,165
124,1.353,157
125,1.362,0
126,1.372,0
127,1.381,157
128,1.390,167
129,1.399,154
130,1.408,174
131,1.417,154
132,1.427,0
133,1.436,0
134,1.445,167
135,1.454,215
136,1.463,0
137,1.473,186
138,1.482,169
139,1.491,0
140,1.500,0
141,1.509,183
142,1.519,0
143,1.528,182
144,1.537,0
145,1.546,0
146,1.555,169
147,1.565,0
148,1.574,0
149,1.583,170
150,1.592,0
151,1.601,0
152,1.610,190
153,1.620,0
154,1.629,0
155,1.638,0
156,1.647,191
157,1.656,0
158,1.666,0
159,1.675,166
160,1.684,0
161,1.693,0
162,1.702,0
163,1.712,191
164,1.721,0
165,1.730,169
166,1.739,0
167,1.748,0
168,1.758,164
169,1.767,0
170,1.776,0
171,1.785,0
172,1.794,0
173,1.803,0
174,1.813,0
175,1.822,0
176,1.831,0
177,1.840,0
178,1.849,0
179,1.859,0
180,1.868,0
181,1.877,0
182,1.886,0
183,1.895,154
184,1.905,0
185,1.914,0
186,1.923,0
187,1.932,189
188,1.941,0
189,1.950,0
190,1.960,0
191,1.969,0
192,1.978,0
193,1.987,0
194,1.996,206
195,2.006,151
196,2.015,0
197,2.024,0
198,2.033,0
199,2.042,0
200,2.052,0
201,2.061,0
202,2.070,0
203,2.079,0
204,2.088,0
205,2.098,0
206,2.107,0
207,2.116,159
208,2.125,0
209,2.134,0
210,2.143,0
211,2.153,0
212,2.162,0
213,2.171,0
214,2.180,164
215,2.189,0
216,2.199,0
217,2.208,0
218,2.217,168
219,2.226,0
220,2.235,0
221,2.245,0
222,2.254,0
223,2.263,173
224,2.272,0
225,2.281,0
226,2.291,0
227,2.300,0
228,2.309,162
229,2.318,0
230,2.327,0
231,2.336,0
232,2.346,0
233,2.355,0
234,2.364,0
235,2.373,158
236,2.382,0
237,2.392,0
238,2.401,0
239,2.410,0
240,2.419,175
